0	4.5	0.125	0.5	['G4']	[]	[0]	[7]
12	267/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
12	3.0	0.5	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
12	333/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
12	367/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
12	4.0	0.25	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
12	433/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
12	467/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
13	1.0	1.0	0.3333333333333333	['C4', 'E-4', 'E-5']	['m3', 'm10', 'P8']	[0, 3]	[0, 3]
13	133/100	0.0625	0.3333333333333333	['C4', 'E-4', 'E-5']	['m3', 'm10', 'P8']	[0, 3]	[0, 3]
13	167/100	0.0625	0.3333333333333333	['C4', 'E-4', 'E-5']	['m3', 'm10', 'P8']	[0, 3]	[0, 3]
13	2.0	0.25	0.3333333333333333	['C4', 'E-4', 'E-5']	['m3', 'm10', 'P8']	[0, 3]	[0, 3]
13	233/100	0.0625	0.16666666666666666	['C4', 'E-4', 'E-5']	['m3', 'm10', 'P8']	[0, 3]	[0, 3]
13	2.5	0.125	0.16666666666666666	['C4', 'E-4', 'C5']	['m3', 'P8', 'M6']	[0, 3]	[0, 3]
13	267/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
13	3.0	0.5	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
13	333/100	0.0625	0.16666666666666666	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
13	3.5	0.125	0.16666666666666666	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
13	367/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
13	4.0	0.25	0.3333333333333333	['F3', 'B-3', 'D4', 'A-4']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[2, 5, 8, 10]
13	433/100	0.0625	0.16666666666666666	['F3', 'B-3', 'D4', 'A-4']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[2, 5, 8, 10]
13	4.5	0.125	0.16666666666666666	['F3', 'B-3', 'D4', 'A-4']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[2, 5, 8, 10]
13	467/100	0.0625	0.3333333333333333	['F3', 'B-3', 'D4', 'A-4']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[2, 5, 8, 10]
14	1.0	1.0	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	133/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	167/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	2.0	0.25	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	233/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	267/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	3.0	0.5	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	333/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	367/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
14	4.0	0.25	0.3333333333333333	['D3', 'G3', 'B3', 'F4', 'G4']	['P4', 'M6', 'm10', 'P11', 'M3', 'm7', 'P8', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[11, 2, 5, 7]
14	433/100	0.0625	0.3333333333333333	['D3', 'G3', 'B3', 'F4', 'G4']	['P4', 'M6', 'm10', 'P11', 'M3', 'm7', 'P8', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[11, 2, 5, 7]
14	467/100	0.0625	0.3333333333333333	['D3', 'G3', 'B3', 'F4', 'G4']	['P4', 'M6', 'm10', 'P11', 'M3', 'm7', 'P8', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[11, 2, 5, 7]
15	1.0	1.0	0.3333333333333333	['C3', 'G3', 'C4', 'E-4', 'G4']	['P5', 'P8', 'm10', 'P12', 'P4', 'm6', 'm3', 'M3']	[0, 3, 7]	[0, 3, 7]
15	133/100	0.0625	0.3333333333333333	['C3', 'G3', 'E-4', 'G4']	['P5', 'm10', 'P12', 'm6', 'P8', 'M3']	[0, 3, 7]	[0, 3, 7]
15	167/100	0.0625	0.3333333333333333	['C3', 'G3', 'E-4', 'G4']	['P5', 'm10', 'P12', 'm6', 'P8', 'M3']	[0, 3, 7]	[0, 3, 7]
15	2.0	0.25	0.3333333333333333	['C3', 'G3', 'E-4', 'G4']	['P5', 'm10', 'P12', 'm6', 'P8', 'M3']	[0, 3, 7]	[0, 3, 7]
15	233/100	0.0625	0.16666666666666666	['C3', 'G3', 'E-4', 'G4']	['P5', 'm10', 'P12', 'm6', 'P8', 'M3']	[0, 3, 7]	[0, 3, 7]
15	2.5	0.125	0.16666666666666666	['C3', 'G3', 'E-4', 'G4']	['P5', 'm10', 'P12', 'm6', 'P8', 'M3']	[0, 3, 7]	[0, 3, 7]
15	267/100	0.0625	0.3333333333333333	['C3', 'G3', 'E-4', 'G4']	['P5', 'm10', 'P12', 'm6', 'P8', 'M3']	[0, 3, 7]	[0, 3, 7]
15	3.0	0.5	0.3333333333333333	['B2', 'G3', 'D4', 'G4']	['m6', 'm10', 'm13', 'P5', 'P8', 'P4']	[0, 3, 7]	[7, 11, 2]
15	333/100	0.0625	0.3333333333333333	['B2', 'G3', 'D4', 'G4']	['m6', 'm10', 'm13', 'P5', 'P8', 'P4']	[0, 3, 7]	[7, 11, 2]
15	367/100	0.0625	0.3333333333333333	['B2', 'G3', 'D4', 'G4']	['m6', 'm10', 'm13', 'P5', 'P8', 'P4']	[0, 3, 7]	[7, 11, 2]
15	4.0	0.25	0.3333333333333333	['A2', 'D3', 'C4', 'F#4', 'C5']	['P4', 'm10', 'M13', 'm17', 'm7', 'M10', 'm14', 'A4', 'P8', 'd5']	[0, 2, 5, 8]	[6, 9, 0, 2]
15	433/100	0.0625	0.3333333333333333	['A2', 'D3', 'C4', 'F#4', 'C5']	['P4', 'm10', 'M13', 'm17', 'm7', 'M10', 'm14', 'A4', 'P8', 'd5']	[0, 2, 5, 8]	[6, 9, 0, 2]
15	467/100	0.0625	0.3333333333333333	['A2', 'D3', 'C4', 'F#4', 'C5']	['P4', 'm10', 'M13', 'm17', 'm7', 'M10', 'm14', 'A4', 'P8', 'd5']	[0, 2, 5, 8]	[6, 9, 0, 2]
16	1.0	1.0	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	133/100	0.0625	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	167/100	0.0625	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	2.0	0.25	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	233/100	0.0625	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	267/100	0.0625	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	3.0	0.5	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	333/100	0.0625	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	367/100	0.0625	0.3333333333333333	['G2', 'D3', 'B3', 'G4', 'B4']	['P5', 'M10', 'P15', 'M17', 'M6', 'P11', 'M13', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 11, 2]
16	4.0	0.25	0.3333333333333333	['B3', 'D4', 'G4']	['m3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
16	433/100	0.0625	0.3333333333333333	['B3', 'D4', 'G4']	['m3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
16	467/100	0.0625	0.3333333333333333	['B3', 'D4', 'G4']	['m3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
17	1.0	1.0	0.3333333333333333	['C4', 'E-4', 'G4']	['m3', 'P5', 'M3']	[0, 3, 7]	[0, 3, 7]
17	133/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4']	['m3', 'P5', 'M3']	[0, 3, 7]	[0, 3, 7]
17	167/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4']	['m3', 'P5', 'M3']	[0, 3, 7]	[0, 3, 7]
17	2.0	0.25	0.3333333333333333	['C4', 'E-4', 'G4']	['m3', 'P5', 'M3']	[0, 3, 7]	[0, 3, 7]
17	233/100	0.0625	0.16666666666666666	['C4', 'E-4', 'G4']	['m3', 'P5', 'M3']	[0, 3, 7]	[0, 3, 7]
17	2.5	0.125	0.16666666666666666	['C4', 'E-4', 'G4']	['m3', 'P5', 'M3']	[0, 3, 7]	[0, 3, 7]
17	267/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4']	['m3', 'P5', 'M3']	[0, 3, 7]	[0, 3, 7]
17	3.0	0.5	0.3333333333333333	['B3', 'D4', 'G4']	['m3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
17	333/100	0.0625	0.3333333333333333	['B3', 'D4', 'G4']	['m3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
17	367/100	0.0625	0.3333333333333333	['B3', 'D4', 'G4']	['m3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
17	4.0	0.25	0.3333333333333333	['A3', 'D4', 'F#4', 'C5']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[6, 9, 0, 2]
17	433/100	0.0625	0.3333333333333333	['A3', 'D4', 'F#4', 'C5']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[6, 9, 0, 2]
17	467/100	0.0625	0.3333333333333333	['A3', 'D4', 'F#4', 'C5']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[6, 9, 0, 2]
18	1.0	1.0	0.3333333333333333	['G3', 'D4', 'G4', 'B4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[7, 11, 2]
18	133/100	0.0625	0.3333333333333333	['G3', 'D4', 'G4', 'B4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[7, 11, 2]
18	167/100	0.0625	0.3333333333333333	['G3', 'D4', 'G4', 'B4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[7, 11, 2]
18	2.0	0.25	0.3333333333333333	['G3', 'D4', 'B-4']	['P5', 'm10', 'm6']	[0, 3, 7]	[7, 10, 2]
18	233/100	0.0625	0.3333333333333333	['G3', 'D4', 'B-4']	['P5', 'm10', 'm6']	[0, 3, 7]	[7, 10, 2]
18	267/100	0.0625	0.3333333333333333	['G3', 'D4', 'B-4']	['P5', 'm10', 'm6']	[0, 3, 7]	[7, 10, 2]
18	3.0	0.5	0.3333333333333333	['F#3', 'D4', 'A4', 'B-4']	['m6', 'm10', 'd11', 'P5', 'm2']	[0, 1, 4, 8]	[2, 6, 9, 10]
18	333/100	0.0625	0.3333333333333333	['F#3', 'D4', 'A4', 'B-4']	['m6', 'm10', 'd11', 'P5', 'm2']	[0, 1, 4, 8]	[2, 6, 9, 10]
18	367/100	0.0625	0.3333333333333333	['F#3', 'D4', 'A4', 'B-4']	['m6', 'm10', 'd11', 'P5', 'm2']	[0, 1, 4, 8]	[2, 6, 9, 10]
18	4.0	0.25	0.3333333333333333	['B-2', 'F3', 'D4', 'A-4', 'B-4']	['P5', 'M10', 'm14', 'P15', 'M6', 'm10', 'P11', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[2, 5, 8, 10]
18	433/100	0.0625	0.3333333333333333	['B-2', 'F3', 'D4', 'A-4', 'B-4']	['P5', 'M10', 'm14', 'P15', 'M6', 'm10', 'P11', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[2, 5, 8, 10]
18	467/100	0.0625	0.3333333333333333	['B-2', 'F3', 'D4', 'A-4', 'B-4']	['P5', 'M10', 'm14', 'P15', 'M6', 'm10', 'P11', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[2, 5, 8, 10]
19	1.0	1.0	0.3333333333333333	['E-2', 'G4']	['M17']	[0, 4]	[3, 7]
19	133/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
19	167/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
19	2.0	0.25	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
19	233/100	0.0625	0.16666666666666666	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
19	2.5	0.125	0.16666666666666666	['E-3', 'B-3', 'E-4', 'A-4']	['P5', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[8, 10, 3]
19	267/100	0.0625	0.3333333333333333	['E-3', 'F3', 'B-3', 'E-4', 'A-4']	['M2', 'P5', 'P8', 'P11', 'P4', 'm7', 'm10']	[0, 2, 5, 7]	[3, 5, 8, 10]
19	3.0	0.5	0.3333333333333333	['E-3', 'G3', 'B-3', 'E-4', 'B-4']	['M3', 'P5', 'P8', 'P12', 'm3', 'm6', 'm10', 'P4']	[0, 3, 7]	[3, 7, 10]
19	333/100	0.0625	0.3333333333333333	['E-3', 'G3', 'B-3', 'E-4', 'B-4']	['M3', 'P5', 'P8', 'P12', 'm3', 'm6', 'm10', 'P4']	[0, 3, 7]	[3, 7, 10]
19	367/100	0.0625	0.3333333333333333	['E-3', 'G3', 'B-3', 'E-4', 'B-4']	['M3', 'P5', 'P8', 'P12', 'm3', 'm6', 'm10', 'P4']	[0, 3, 7]	[3, 7, 10]
19	4.0	0.25	0.3333333333333333	['E-3', 'A-3', 'E-4', 'C5']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[8, 0, 3]
19	433/100	0.0625	0.16666666666666666	['E-3', 'A-3', 'E-4', 'C5']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[8, 0, 3]
19	4.5	0.125	0.16666666666666666	['E-3', 'B-3', 'E-4', 'D5']	['P5', 'P8', 'M14', 'P4', 'M10', 'M7']	[0, 1, 5]	[10, 2, 3]
19	467/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'D5']	['P5', 'P8', 'M14', 'P4', 'M10', 'M7']	[0, 1, 5]	[10, 2, 3]
20	1.0	1.0	0.3333333333333333	['E-3', 'C4', 'E-4', 'E-5']	['M6', 'P8', 'P15', 'm3', 'm10']	[0, 3]	[0, 3]
20	133/100	0.0625	0.3333333333333333	['E-3', 'C4', 'E-4', 'E-5']	['M6', 'P8', 'P15', 'm3', 'm10']	[0, 3]	[0, 3]
20	167/100	0.0625	0.3333333333333333	['E-3', 'C4', 'E-4', 'E-5']	['M6', 'P8', 'P15', 'm3', 'm10']	[0, 3]	[0, 3]
20	2.0	0.25	0.3333333333333333	['E-3', 'D4', 'A-4', 'C5']	['M7', 'P11', 'M13', 'd5', 'm7', 'M3']	[0, 1, 3, 7]	[8, 0, 2, 3]
20	233/100	0.0625	0.3333333333333333	['E-3', 'D4', 'A-4', 'C5']	['M7', 'P11', 'M13', 'd5', 'm7', 'M3']	[0, 1, 3, 7]	[8, 0, 2, 3]
20	267/100	0.0625	0.3333333333333333	['E-3', 'D4', 'A-4', 'C5']	['M7', 'P11', 'M13', 'd5', 'm7', 'M3']	[0, 1, 3, 7]	[8, 0, 2, 3]
20	3.0	0.5	0.3333333333333333	['E-3', 'E-4', 'G4', 'B-4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[3, 7, 10]
20	333/100	0.0625	0.3333333333333333	['E-3', 'E-4', 'G4', 'B-4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[3, 7, 10]
20	367/100	0.0625	0.3333333333333333	['E-3', 'E-4', 'G4', 'B-4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[3, 7, 10]
20	4.0	0.25	0.3333333333333333	['D4', 'E-4', 'G4', 'B-4']	['m2', 'P4', 'm6', 'M3', 'P5', 'm3']	[0, 1, 5, 8]	[2, 3, 7, 10]
20	433/100	0.0625	0.16666666666666666	['D4', 'E-4', 'G4', 'B-4']	['m2', 'P4', 'm6', 'M3', 'P5', 'm3']	[0, 1, 5, 8]	[2, 3, 7, 10]
20	4.5	0.125	0.16666666666666666	['D4', 'E-4', 'G4', 'B-4']	['m2', 'P4', 'm6', 'M3', 'P5', 'm3']	[0, 1, 5, 8]	[2, 3, 7, 10]
20	467/100	0.0625	0.3333333333333333	['D4', 'E-4', 'G4', 'B-4']	['m2', 'P4', 'm6', 'M3', 'P5', 'm3']	[0, 1, 5, 8]	[2, 3, 7, 10]
21	1.0	1.0	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
21	133/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
21	167/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
21	2.0	0.25	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
21	233/100	0.0625	0.16666666666666666	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
21	2.5	0.125	0.16666666666666666	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
21	267/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
21	3.0	0.5	0.3333333333333333	['B-3', 'E-4', 'G4', 'D5']	['P4', 'M6', 'M10', 'M3', 'M7', 'P5']	[0, 1, 5, 8]	[2, 3, 7, 10]
21	333/100	0.0625	0.3333333333333333	['B-3', 'E-4', 'G4', 'D5']	['P4', 'M6', 'M10', 'M3', 'M7', 'P5']	[0, 1, 5, 8]	[2, 3, 7, 10]
21	367/100	0.0625	0.3333333333333333	['B-3', 'E-4', 'G4', 'D5']	['P4', 'M6', 'M10', 'M3', 'M7', 'P5']	[0, 1, 5, 8]	[2, 3, 7, 10]
21	4.0	0.25	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
21	433/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
21	467/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
22	1.0	1.0	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
22	133/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
22	167/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
22	2.0	0.25	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
22	233/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
22	267/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
22	3.0	0.5	0.3333333333333333	['F3', 'A-3', 'D4', 'B-4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
22	333/100	0.0625	0.3333333333333333	['F3', 'A-3', 'D4', 'B-4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
22	367/100	0.0625	0.3333333333333333	['F3', 'A-3', 'D4', 'B-4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
22	4.0	0.25	0.3333333333333333	['E-3', 'G3', 'C4', 'B-4']	['M3', 'M6', 'P12', 'P4', 'm10', 'm7']	[0, 3, 5, 8]	[7, 10, 0, 3]
22	433/100	0.0625	0.3333333333333333	['E-3', 'G3', 'C4', 'B-4']	['M3', 'M6', 'P12', 'P4', 'm10', 'm7']	[0, 3, 5, 8]	[7, 10, 0, 3]
22	467/100	0.0625	0.3333333333333333	['E-3', 'G3', 'C4', 'B-4']	['M3', 'M6', 'P12', 'P4', 'm10', 'm7']	[0, 3, 5, 8]	[7, 10, 0, 3]
23	1.0	1.0	0.3333333333333333	['B-1', 'F4']	['P19']	[0, 5]	[5, 10]
23	133/100	0.0625	0.3333333333333333	['D3', 'B-3', 'F4']	['m6', 'm10', 'P5']	[0, 3, 7]	[10, 2, 5]
23	167/100	0.0625	0.3333333333333333	['D3', 'B-3', 'F4']	['m6', 'm10', 'P5']	[0, 3, 7]	[10, 2, 5]
23	2.0	0.25	0.3333333333333333	['D3', 'B-3', 'F4']	['m6', 'm10', 'P5']	[0, 3, 7]	[10, 2, 5]
23	233/100	0.0625	0.16666666666666666	['D3', 'B-3', 'F4']	['m6', 'm10', 'P5']	[0, 3, 7]	[10, 2, 5]
23	2.5	0.125	0.16666666666666666	['D3', 'B-3', 'F4']	['m6', 'm10', 'P5']	[0, 3, 7]	[10, 2, 5]
23	267/100	0.0625	0.3333333333333333	['D3', 'B-3', 'F4']	['m6', 'm10', 'P5']	[0, 3, 7]	[10, 2, 5]
23	3.0	0.5	0.3333333333333333	['E-3', 'B-3', 'G4']	['P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
23	333/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'G4']	['P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
23	367/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'G4']	['P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
23	4.0	0.25	0.3333333333333333	['E3', 'D-4', 'B-4']	['d7', 'd12', 'M6']	[0, 3, 6]	[10, 1, 4]
23	433/100	0.0625	0.3333333333333333	['E3', 'D-4', 'B-4']	['d7', 'd12', 'M6']	[0, 3, 6]	[10, 1, 4]
23	467/100	0.0625	0.3333333333333333	['E3', 'D-4', 'B-4']	['d7', 'd12', 'M6']	[0, 3, 6]	[10, 1, 4]
24	1.0	1.0	0.3333333333333333	['B-2', 'C4', 'A-4']	['M9', 'm14', 'm6']	[0, 2, 4]	[8, 10, 0]
24	133/100	0.0625	0.3333333333333333	['B-2', 'F3', 'C4', 'A-4']	['P5', 'M9', 'm14', 'm10', 'm6']	[0, 2, 4, 7]	[5, 8, 10, 0]
24	167/100	0.0625	0.3333333333333333	['B-2', 'F3', 'C4', 'A-4']	['P5', 'M9', 'm14', 'm10', 'm6']	[0, 2, 4, 7]	[5, 8, 10, 0]
24	2.0	0.25	0.3333333333333333	['B-2', 'G3', 'C4', 'E4']	['M6', 'M9', 'A11', 'P4', 'M3']	[0, 2, 5, 8]	[4, 7, 10, 0]
24	233/100	0.0625	0.3333333333333333	['B-2', 'G3', 'C4', 'E4']	['M6', 'M9', 'A11', 'P4', 'M3']	[0, 2, 5, 8]	[4, 7, 10, 0]
